#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQG4rel01_contig_1	220299	220499	-	pQG4rel01_01235	7.4	11.8		
pQG4rel01_contig_1	221468	221692	-	pQG4rel01_01250	8.1	4.9		
pQG4rel01_contig_1	222131	222373	-	pQG4rel01_01260	8.8	4.9		
pQG4rel01_contig_1	222469	222894	-	pQG4rel01_01265	15.6	10.0		
pQG4rel01_contig_1	228928	229410	-	pQG4rel01_01315	18.1	7.7		
pQG4rel01_contig_1	229651	229980	-	pQG4rel01_01320	12.1	4.7		
pQG4rel01_contig_1	229958	230203	-	pQG4rel01_01325	8.8	4.8		
pQG4rel01_contig_1	230310	230624	-	pQG4rel01_01330	10.3	8.6		
pQG4rel01_contig_1	230942	231313	-	pQG4rel01_01340	13.8	9.1		
pQG4rel01_contig_1	231812	232003	-	pQG4rel01_01350	6.9	9.6		
pQG4rel01_contig_1	238875	239123	+	pQG4rel01_01405	8.9	4.7		
pQG4rel01_contig_1	242508	243239	+	pQG4rel01_01440	26.1	4.9		
pQG4rel01_contig_1	243373	244350	+	pQG4rel01_01445	36.3	5.3		
pQG4rel01_contig_1	245583	245780	+	pQG4rel01_01465	7.6	10.1		
pQG4rel01_contig_1	245777	246046	+	pQG4rel01_01470	9.8	4.3		
pQG4rel01_contig_1	253883	254158	+	pQG4rel01_01535	9.7	4.7		
pQG4rel01_contig_1	254162	254332	+	pQG4rel01_01540	5.8	9.8		
pQG4rel01_contig_1	255542	255802	+	pQG4rel01_01555	9.5	7.7		
pQG4rel01_contig_1	256295	256561	+	pQG4rel01_01565	9.5	9.4		
pQG4rel01_contig_1	257038	257496	+	pQG4rel01_01575	17.0	6.1		
pQG4rel01_contig_1	257637	258857	+	pQG4rel01_01580	44.3	9.3		
pQG4rel01_contig_1	263832	264251	+	pQG4rel01_01630	15.9	5.6		SO:0001217, UniRef:UniRef50_UPI001F2440EF, UniRef:UniRef90_UPI001EE427E2
pQG4rel01_contig_1	267028	267723	+	pQG4rel01_01660	24.8	4.5		
pQG4rel01_contig_1	268246	268572	+	pQG4rel01_01670	11.9	9.0		
pQG4rel01_contig_1	268484	268669	-	pQG4rel01_01675	6.9	6.0		
pQG4rel01_contig_1	278891	279205	+	pQG4rel01_01745	11.3	9.5		
pQG4rel01_contig_1	279872	280015	+	pQG4rel01_01755	5.6	9.9		
pQG4rel01_contig_1	280132	280434	-	pQG4rel01_01760	11.2	7.8		
pQG4rel01_contig_1	280494	280664	-	pQG4rel01_01765	6.0	4.2		
pQG4rel01_contig_1	282095	282502	-	pQG4rel01_01780	14.7	9.3		
pQG4rel01_contig_1	282499	282699	-	pQG4rel01_01785	7.5	4.5		
pQG4rel01_contig_1	290174	290998	+	pQG4rel01_01850	30.5	4.4		
pQG4rel01_contig_1	290979	291533	+	pQG4rel01_01855	20.5	9.4		
pQG4rel01_contig_1	301078	301548	-	pQG4rel01_01930	17.2	5.6		
pQG4rel01_contig_1	303275	303643	-	pQG4rel01_01950	13.8	6.2		
pQG4rel01_contig_1	314891	315127	-	pQG4rel01_02055	8.7	6.6		
pQG4rel01_contig_1	316062	316487	-	pQG4rel01_02075	16.1	9.7		
pQG4rel01_contig_1	327622	327816	+	pQG4rel01_02135	7.2	11.2		
