#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQBR106_contig_1	3642991	3643119	+	PQBR106_17245	5.0	6.7		
pQBR106_contig_1	3659237	3659386	-	PQBR106_17320	5.4	10.3		SO:0001217, UniRef:UniRef50_E2XWA6, UniRef:UniRef90_A0A5E7WUK8
pQBR106_contig_1	3826923	3827129	-	PQBR106_18130	7.6	10.6		
pQBR106_contig_1	3890126	3890314	-	PQBR106_18395	7.1	9.8		
pQBR106_contig_1	3954890	3955000	+	PQBR106_18665	4.2	5.3		
pQBR106_contig_1	4177174	4177263	+	PQBR106_19605	3.0	6.5		
pQBR106_contig_1	4249998	4250150	+	PQBR106_19915	5.7	6.0		RefSeq:WP_010954519.1, SO:0001217, UniParc:UPI000000F794, UniRef:UniRef100_Q88GN8, UniRef:UniRef50_Q88GN8, UniRef:UniRef90_Q88GN8
pQBR106_contig_1	4254881	4255546	+	PQBR106_19945	24.5	10.3		
pQBR106_contig_1	4257819	4258142	-	PQBR106_19965	11.7	5.5		
pQBR106_contig_1	4296440	4296757	+	PQBR106_20120	11.8	9.5		
pQBR106_contig_1	4365808	4366308	+	PQBR106_20450	18.6	11.1		
pQBR106_contig_1	4402642	4402917	+	PQBR106_20650	9.8	6.3		
pQBR106_contig_1	4436132	4436389	+	PQBR106_20850	9.2	9.7		
pQBR106_contig_1	4469138	4469353	-	PQBR106_21055	7.4	5.2		
pQBR106_contig_1	4469402	4469587	+	PQBR106_21060	6.7	10.9		
pQBR106_contig_1	4476029	4476478	+	PQBR106_21120	16.4	5.0	PF00717.26|Peptidase_S24	PFAM:PF00717.26
pQBR106_contig_1	4480784	4480945	+	PQBR106_21165	6.0	9.9		
pQBR106_contig_1	4545535	4545915	-	PQBR106_21520	14.1	6.4		
pQBR106_contig_1	4548588	4548737	+	PQBR106_21540	5.5	10.3		
pQBR106_contig_1	4599600	4600079	-	PQBR106_21775	17.6	5.2		
pQBR106_contig_1	4636995	4637258	+	PQBR106_21925	9.5	9.9		
pQBR106_contig_1	4683779	4684000	+	PQBR106_22100	8.0	6.4	PF01609.24|DDE_Tnp_1	PFAM:PF01609.24
pQBR106_contig_1	4694755	4695060	+	PQBR106_22140	12.0	8.7		
pQBR106_contig_1	4972071	4972268	-	PQBR106_23280	7.0	10.1		RefSeq:WP_010955055.1, SO:0001217, UniParc:UPI000000F9F3, UniRef:UniRef100_A0A8F8BYI6, UniRef:UniRef50_A0A7Z3CF65, UniRef:UniRef90_A0A8F8BYI6
pQBR106_contig_1	5097175	5097690	+	PQBR106_23900	19.4	11.3		
pQBR106_contig_1	5169424	5169552	+	PQBR106_24275	4.5	4.1		RefSeq:WP_003254533.1, SO:0001217, UniParc:UPI0002632584, UniRef:UniRef100_A5W0C0, UniRef:UniRef50_A5W0C0, UniRef:UniRef90_A5W0C0
pQBR106_contig_1	5218089	5218409	-	PQBR106_24525	12.3	4.7		SO:0001217, UniRef:UniRef50_UPI000685C61B, UniRef:UniRef90_UPI000685C61B
pQBR106_contig_1	5304700	5304858	+	PQBR106_24955	5.8	9.1		
pQBR106_contig_1	5611286	5611474	-	PQBR106_26405	7.1	9.8		
pQBR106_contig_1	5824324	5824833	+	PQBR106_27285	18.8	10.2		
pQBR106_contig_1	5915157	5915309	-	PQBR106_27685	5.7	12.0		
pQBR106_contig_1	5969364	5969918	+	PQBR106_27935	21.6	10.1		
pQBR106_contig_1	6037676	6037816	+	PQBR106_28265	4.7	10.9		
pQBR106_contig_1	6038886	6039173	+	PQBR106_28275	10.5	5.4		SO:0001217, UniParc:UPI000776756E, UniRef:UniRef100_A0A140FWT0, UniRef:UniRef50_A0A140FWT0, UniRef:UniRef90_A0A140FWT0
pQBR106_contig_1	6041410	6041535	+	PQBR106_28290	4.8	9.4		
pQBR106_contig_1	6055733	6055987	-	PQBR106_28355	9.1	8.8		
pQBR106_contig_1	6221444	6221584	+	PQBR106_29135	5.0	4.9		
pQBR106_contig_1	6224565	6224684	-	PQBR106_29155	4.5	8.9		
pQBR106_contig_1	6249540	6249662	+	PQBR106_29310	4.6	8.0		
pQBR106_contig_1	6264782	6264928	+	PQBR106_29420	5.4	8.3		
pQBR106_contig_1	6318690	6318983	+	PQBR106_29790	10.3	5.0		
