#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQG3rel02_contig_1	151112	151516	+	pQG3rel02_00795	14.7	4.7		RefSeq:WP_210709959.1, SO:0001217, UniParc:UPI001B321EDE, UniRef:UniRef100_UPI001B321EDE, UniRef:UniRef50_UPI001B321EDE, UniRef:UniRef90_UPI001B321EDE
pQG3rel02_contig_1	151612	151785	+	pQG3rel02_00800	6.2	8.4		RefSeq:WP_158558405.1, SO:0001217, UniParc:UPI000E3B1FF1, UniRef:UniRef100_UPI000E3B1FF1, UniRef:UniRef50_UPI001472CF67, UniRef:UniRef90_UPI000E3B1FF1
pQG3rel02_contig_1	152986	153180	+	pQG3rel02_00820	6.9	10.5		RefSeq:WP_115987275.1, SO:0001217, UniParc:UPI000E24E372, UniRef:UniRef100_UPI000E24E372, UniRef:UniRef50_UPI001CBFBA23, UniRef:UniRef90_UPI000E24E372
pQG3rel02_contig_1	153779	153982	+	pQG3rel02_00835	7.2	4.5		RefSeq:WP_115987278.1, SO:0001217, UniParc:UPI000E27F5ED, UniRef:UniRef100_UPI000E27F5ED, UniRef:UniRef50_UPI000E27F5ED, UniRef:UniRef90_UPI000E27F5ED
pQG3rel02_contig_1	154563	155090	+	pQG3rel02_00850	19.0	8.5		RefSeq:WP_147303391.1, SO:0001217, UniParc:UPI0011C08213, UniRef:UniRef100_UPI0011C08213, UniRef:UniRef50_UPI0011C08213, UniRef:UniRef90_UPI0011C08213
pQG3rel02_contig_1	155317	155526	+	pQG3rel02_00855	7.4	6.0		SO:0001217, UniRef:UniRef50_UPI0006CD7ABC, UniRef:UniRef90_UPI0006CD7ABC
pQG3rel02_contig_1	156652	156975	+	pQG3rel02_00875	11.8	4.7		RefSeq:WP_115987284.1, SO:0001217, UniParc:UPI000E276349, UniRef:UniRef100_UPI000E276349, UniRef:UniRef50_UPI000E276349, UniRef:UniRef90_UPI000E276349
pQG3rel02_contig_1	157029	157373	+	pQG3rel02_00880	12.2	7.7		
pQG3rel02_contig_1	158614	158865	-	pQG3rel02_00895	9.5	5.0		
pQG3rel02_contig_1	160870	161511	+	pQG3rel02_00910	23.3	9.2		RefSeq:WP_210709953.1, SO:0001217, UniParc:UPI001B33F2F5, UniRef:UniRef100_UPI001B33F2F5, UniRef:UniRef50_UPI001B33F2F5, UniRef:UniRef90_UPI001B33F2F5
pQG3rel02_contig_1	167817	167996	+	pQG3rel02_00955	6.8	7.8		
pQG3rel02_contig_1	170678	170917	-	pQG3rel02_00980	8.7	10.4		
pQG3rel02_contig_1	173420	174613	-	pQG3rel02_01000	45.0	9.0		SO:0001217, UniRef:UniRef50_UPI001B3439DC, UniRef:UniRef90_UPI001B3439DC
pQG3rel02_contig_1	177293	177496	-	pQG3rel02_01020	7.2	10.2		
pQG3rel02_contig_1	177768	178241	+	pQG3rel02_01025	17.7	8.9		RefSeq:WP_246883737.1, SO:0001217, UniParc:UPI001FF0D835, UniRef:UniRef100_UPI001FF0D835, UniRef:UniRef50_UPI001FF0D835, UniRef:UniRef90_UPI001FF0D835
pQG3rel02_contig_1	180478	180918	+	pQG3rel02_01045	15.7	4.8		RefSeq:WP_210709939.1, SO:0001217, UniParc:UPI001B322BF6, UniRef:UniRef100_UPI001B322BF6, UniRef:UniRef50_UPI001B322BF6, UniRef:UniRef90_UPI001B322BF6
