Name,Product,Colour
g0169,DNA-binding protein,#000000
g0010(2),NA,#000000
g0110(2),NA,#000000
g0168,DUF3523 domain-containing protein,#000000
g0140,hypothetical protein,#000000
g0154,SPASM domain-containing protein,#000000
g0183,Lipoprotein,#000000
g0197,hypothetical protein,#000000
g0418,Cation-transporting P-type ATPase,#000000
g0424,Uncharacterized protein PA14_35840,#000000
g0342,YrdC-like domain-containing protein,#ECB322
g0356,cyclic nucleotide-binding domain-containing protein,#8793CE
g0381,Tn3 family transposase,#000000
g0073(2),NA,#000000
g0173(2),NA,#000000
g0102(2),NA,#000000
g0002(2),NA,#000000
g0236,Heme exporter protein D,#3190FB
g0222,Phage protein,#000000
g0008,PadR family transcriptional regulator,#000000
g0034,DUF2272 domain-containing protein,#000000
g0020,Arc domain-containing protein,#000000
g0161(2),NA,#000000
g0061(2),NA,#000000
g0084,Nicotinamide riboside transporter PnuC,#000000
g0090,HTH cro/C1-type domain-containing protein,#000000
g0184(2),NA,#1D2F4D
g0462(2),NA,#000000
g0333(2),NA,#4991F4
g0084(2),NA,#000000
g0233(2),NA,#000000
g0047,Transposase,#000000
g0053,mercury resistance system periplasmic binding protein MerP,#000000
g0286,RusA family crossover junction endodeoxyribonuclease,#234371
g0401(2),NA,#000000
g0350(2),NA,#DCA720
g0250(2),NA,#000000
g0292,Crp/Fnr family transcriptional regulator,#5D91EC
g0279,FGE-sulfatase domain-containing protein,#1E3150
g0245,Transmembrane protein,#000000
g0251,hypothetical protein,#000000
g0480,hypothetical protein,#000000
g0221(2),NA,#000000
g0096(2),NA,#000000
g0321(2),NA,#5591EF
g0470(2),NA,#000000
g0319,Translation initiation factor IF-2,#5F91EB
g0196(2),NA,#000000
g0331,Crp/Fnr family transcriptional regulator,#6791E6
g0457,DUF2790 domain-containing protein,#000000
g0325,Arm-DNA-bind-3 domain-containing protein,#5491F0
g0242(2),NA,#000000
g0342(2),NA,#ECB322
g0088(2),NA,#000000
g0133,Transcriptional regulator,#3390FB
g0127,Type I site-specific deoxyribonuclease,#000000
g0188(2),NA,#2768B5
g0126,Methyl-accepting chemotaxis protein,#000000
g0132,Outer membrane protein A,#000000
g0217(2),NA,#000000
g0446(2),NA,#6291E9
g0317(2),NA,#C39C75
g0442,hypothetical protein,#3990FA
g0274(2),NA,#1C2B47
g0324,Ald-Xan-dh-C2 domain-containing protein,#4090F8
g0425(2),NA,#000000
g0374(2),NA,#5E91EB
g0330,Carb-bd-dom-fam9 domain-containing protein,#4290F7
g0456,IS66 family insertion sequence element accessory protein TnpB,#000000
g0318,DUF202 domain-containing protein,#3890FA
g0481,DUF4198 domain-containing protein,#000000
g0209(2),NA,#000000
g0309(2),NA,#2590FE
g0250,TrwB-AAD-bind domain-containing protein,#000000
g0244,SprT-like domain-containing protein,#000000
g0378(2),NA,#6091EA
g0429(2),NA,#000000
g0278,DUF3799 domain-containing protein,#223D66
g0278(2),NA,#223D66
g0293,hypothetical protein,#1F8FFD
g0287,DUF3455 domain-containing protein,#4B91F3
g0305(2),NA,#3790FA
g0205(2),NA,#000000
g0052,Monooxygenase,#000000
g0366(2),NA,#CA9E63
g0437(2),NA,#000000
g0046,T2SSF domain-containing protein,#1B2A44
g0266(2),NA,#151C2B
g0091,YcxB domain-containing protein,#000000
g0085,DUF641 domain-containing protein,#275CA0
g0093,PAPS-reduct domain-containing protein,#1C2B46
g0087,DUF2384 domain-containing protein,#4290F7
g0106(2),NA,#000000
g0078,Chemotaxis protein,#000000
g0006(2),NA,#000000
g0050,TonB-C domain-containing protein,#000000
g0044,TraG-D-C domain-containing protein,#161D2D
g0291,HTH luxR-type domain-containing protein,#5691EF
g0165(2),NA,#000000
g0483(2),NA,#000000
g0065(2),NA,#000000
g0285,VWFA domain-containing protein,#19253B
g0118(2),NA,#000000
g0252,DUF2281 domain-containing protein,#000000
g0018(2),NA,#000000
g0246,CARD domain-containing protein,#000000
g0069(2),NA,#000000
g0169(2),NA,#000000
g0483,Copper chaperone CopZ,#000000
g0014(2),NA,#000000
g0468,DUF1722 domain-containing protein,#000000
g0114(2),NA,#000000
g0326,Ammonia monooxygenase,#6591E7
g0440,Signal peptide protein,#000000
g0332,50S ribosomal protein L21,#6791E6
g0077(2),NA,#000000
g0177(2),NA,#000000
g0118,Glycine cleavage system protein H,#000000
g0124,Enolase,#22406C
g0130,Gp38,#000000
g0131,Senescence domain-containing protein,#000000
g0125,Chromo domain-containing protein,#000000
g0119,Lipoprotein,#000000
g0295(2),NA,#2C90FD
g0022(2),NA,#1D2D4A
g0122(2),NA,#000000
g0455,Transposase,#000000
g0041(2),NA,#000000
g0333,Transglut-core3 domain-containing protein,#4991F4
g0141(2),NA,#000000
g0327,DUF4942 domain-containing protein,#8B94CA
g0441,hypothetical protein,#3790FA
g0469,Transposase,#000000
g0482,Signal peptide protein,#000000
g0247,ApbA-C domain-containing protein,#000000
g0253,CMP/dCMP-type deaminase domain-containing protein,#000000
g0284,Transmembrane protein,#213B62
g0290,UvrD-like helicase ATP-binding domain-containing protein,#7092E1
g0130(2),NA,#000000
g0387(2),NA,#000000
g0030(2),NA,#000000
g0287(2),NA,#4B91F3
g0045,Transcriptional regulator MvaT%2C P16 subunit,#000000
g0153(2),NA,#000000
g0053(2),NA,#000000
g0051,Tail protein,#000000
g0079,RNA-ligase domain-containing protein,#000000
g0399(2),NA,#000000
g0086,Integrating conjugative element protein,#000000
g0299(2),NA,#7092E1
g0092,Nitrogen fixation protein,#000000
g0096,Exported protein,#000000
g0075(2),NA,#000000
g0082,RNA-binding protein,#000000
g0175(2),NA,#000000
g0055,DUF882 domain-containing protein,#000000
g0008(2),NA,#000000
g0041,Glycosyl transferase family 1,#000000
g0108(2),NA,#000000
g0069,Error-prone%2C lesion bypass DNA polymerase V (UmuC),#000000
g0294,Lipoprotein,#5E91EB
g0280,Conjugal transfer protein TraB,#4B91F4
g0257,Ribosome association toxin RatA,#000000
g0243,hypothetical protein,#000000
g0016(2),NA,#000000
g0116(2),NA,#000000
g0167(2),NA,#000000
g0486,Iron-sulfur cluster assembly scaffold protein,#000000
g0481(2),NA,#000000
g0067(2),NA,#6992E5
g0445,Diacylglycerol kinase,#000000
g0323,4Fe-4S ferredoxin-type domain-containing protein,#6191E9
g0337,RecB family exonuclease,#C99E67
g0451,Cobalt-zinc-cadmium resistance protein CzcI,#000000
g0479,MFS domain-containing protein,#000000
g0179(2),NA,#000000
g0079(2),NA,#000000
g0121,HD domain-containing protein,#000000
g0135,hypothetical protein,#000000
g0104(2),NA,#000000
g0004(2),NA,#000000
g0109,organomercurial transporter MerC,#000000
g0108,DUF3795 domain-containing protein,#000000
g0134,DUF2969 domain-containing protein,#000000
g0151(2),NA,#1F90FF
g0120,HHH-4 domain-containing protein,#19253A
g0051(2),NA,#000000
g0478,Tryptophan-rich sensory protein,#000000
g0336,Pentatricopeptide repeat-containing protein,#5A91ED
g0450,Periplasmic heavy metal sensor,#000000
g0444,AsnC family protein,#000000
g0322,DNA-binding protein,#7892DA
g0132(2),NA,#000000
g0385(2),NA,#000000
g0032(2),NA,#000000
g0285(2),NA,#19253B
g0242,MFS transporter,#000000
g0043(2),NA,#000000
g0143(2),NA,#000000
g0256,OrfB-Zn-ribbon domain-containing protein,#000000
g0281,Chal-sti-synt-C domain-containing protein,#2761A9
g0347_2,Uncharacterized conserved protein involved in copper resistance,#000000
g0289(2),NA,#6791E6
g0295,DUF3300 domain-containing protein,#2C90FD
g0068,Plasmid replication initiation protein,#000000
g0040,Helix-turn-helix domain-containing protein,#000000
g0054,DUF4261 domain-containing protein,#000000
g0297(2),NA,#4591F6
g0020(2),NA,#000000
g0120(2),NA,#19253A
g0083,Lipoprotein,#000000
g0097,Transglut-core3 domain-containing protein,#000000
g0081,Sel1 repeat family protein,#275DA0
g0240(2),NA,#000000
g0340(2),NA,#6591E7
g0411(2),NA,#000000
g0095,TolA protein,#254E85
g0042,Chemotaxis response regulator protein-glutamate methylesterase CheB,#000000
g0056,Transmembrane protein,#2C90FD
g0283,IncF plasmid conjugative transfer pilus assembly protein TraC,#2290FE
g0297,RepB family plasmid replication initiator protein,#4591F6
g0240,YccV-like domain-containing protein,#000000
g0254,ParB domain-containing protein,#000000
g0223(2),NA,#000000
g0094(2),NA,#000000
g0268,Transmembrane protein,#213960
g0323(2),NA,#6191E9
g0472(2),NA,#000000
g0194(2),NA,#000000
g0403(2),NA,#000000
g0352(2),NA,#E4AD21
g0252(2),NA,#000000
g0452,Transposase,#000000
g0334,PilZ domain-containing protein,#5191F1
g0198(2),NA,#3C90F9
g0320,Transmembrane protein,#5891EE
g0098(2),NA,#000000
g0446,Ferredoxin--NADP(+) reductase,#6291E9
g0308,Cointegrate resolution protein T,#6992E5
g0136,Transposase,#000000
g0122,CopG family transcriptional regulator,#000000
g0186(2),NA,#000000
g0331(2),NA,#6791E6
g0086(2),NA,#000000
g0231(2),NA,#000000
g0364(2),NA,#5491F0
g0435(2),NA,#000000
g0123,UPF0246 protein,#000000
g0137,Transmembrane protein,#000000
g0264(2),NA,#11151F
g0319(2),NA,#5F91EB
g0219(2),NA,#000000
g0309,Iron transporter,#2590FE
g0321,Phage portal protein,#5591EF
g0453,Periplasmic Cu and Ag efflux protein CusF,#000000
g0335,Site specific recombinase%2C phage integrase,#8293D2
g0307(2),NA,#4290F7
g0456(2),NA,#000000
g0207(2),NA,#2C90FD
g0484,Aldo/keto reductase,#6191E9
g0490,hypothetical protein,#000000
g0269,Transposase,#24487B
g0255,ATP synthase subunit I,#000000
g0276(2),NA,#2670C5
g0427(2),NA,#000000
g0376(2),NA,#AC98A1
g0241,PP-pnuc-1 domain-containing protein,#000000
g0296,DUF1281 domain-containing protein,#5091F2
g0347_1,Copper resistance system multicopper oxidase,#000000
g0282,SHD1 domain-containing protein,#20385D
g0268(2),NA,#213960
g0439(2),NA,#000000
g0368(2),NA,#B99A8A
g0057,HNH endonuclease,#000000
g0043,IS66 family insertion sequence element accessory protein TnpB,#000000
g0215(2),NA,#000000
g0444(2),NA,#000000
g0315(2),NA,#7A92D9
g0094,Putative stomatin/prohibitin-family membrane protease subunit YbbK,#000000
g0080,Radical SAM protein,#000000
g0099,TerB domain-containing protein,#000000
g0249(2),NA,#000000
g0349(2),NA,#6291E9
g0418(2),NA,#000000
g0083(2),NA,#000000
g0234(2),NA,#000000
g0066,Conserved domain protein,#000000
g0183(2),NA,#000000
g0072,Transposase,#000000
g0334(2),NA,#5191F1
g0465(2),NA,#000000
g0257(2),NA,#000000
g0357(2),NA,#9094C5
g0258,ELFV-dehydrog-N domain-containing protein,#000000
g0264,histidine kinase,#11151F
g0270,SH3 domain-containing protein,#265796
g0489,ANTAR domain-containing protein,#000000
g0338,SH3b domain-containing protein,#A596AB
g0310,HDOD domain-containing protein,#3290FB
g0326(2),NA,#6591E7
g0476,HNH endonuclease,#000000
g0191(2),NA,#000000
g0226(2),NA,#000000
g0462,AbiEi antitoxin of type IV toxin-antitoxin system,#000000
g0304,SH3 domain-containing protein,#2690FE
g0091(2),NA,#000000
g0414(2),NA,#5491F0
g0345(2),NA,#B49994
g0245(2),NA,#000000
g0469(2),NA,#000000
g0338(2),NA,#A596AB
g0238(2),NA,#000000
g0112,Protein kinase domain-containing protein,#000000
g0106,Twitching motility protein PilG,#000000
g0107,Alpha/beta hydrolase,#000000
g0113,GIY-YIG domain-containing protein,#000000
g0310(2),NA,#3290FB
g0441(2),NA,#3790FA
g0210(2),NA,#000000
g0463,DUF1232 domain-containing protein,#000000
g0305,DUF302 domain-containing protein,#3790FA
g0311,PfkB domain-containing protein,#7192DF
g0373(2),NA,#8993CC
g0422(2),NA,#000000
g0339,Transposase,#A396AF
g0273(2),NA,#1E3253
g0488,DUF3265 domain-containing protein,#000000
g0271,DNA helicase,#1F3455
g0265,HTH cro/C1-type domain-containing protein,#2671C6
g0259,General secretion pathway protein E,#234575
g0202(2),NA,#000000
g0453(2),NA,#000000
g0302(2),NA,#4D91F3
g0073,Pilus assembly protein,#000000
g0067,recombinase RecA,#6992E5
g0261(2),NA,#000000
g0361(2),NA,#DEA821
g0098,Ribonuc-red-lgN domain-containing protein,#000000
g0059,Rubrerythrin family protein,#000000
g0001(2),NA,#3F90F8
g0071,Conjugal transfer protein,#2E90FC
g0065,DUF2656 domain-containing protein,#000000
g0101(2),NA,#000000
g0062(2),NA,#000000
g0162(2),NA,#000000
g0298,Phage protein,#5891EE
g0484(2),NA,#6191E9
g0273,RNA polymerase sigma factor RpoD,#1E3253
g0267,Radical SAM protein,#1D2F4C
g0488(2),NA,#000000
g0449,Tn3 family transposase post-transcriptional regulator TnpC,#000000
g0307,PPM-type phosphatase domain-containing protein,#4290F7
g0113(2),NA,#000000
g0461,Transposase InsE and inactivated derivatives,#000000
g0013(2),NA,#2190FF
g0475,Dipeptidase,#000000
g0313,DUF262 domain-containing protein,#8893CD
g0170(2),NA,#000000
g0070(2),NA,#000000
g0139,BRO1 domain-containing protein,#000000
g0105,Arc domain-containing protein,#1F90FF
g0111,Putative arylsulfatase regulatory protein,#000000
g0110,Transposase,#000000
g0158(2),NA,#000000
g0104,Transcriptional regulator,#000000
g0058(2),NA,#000000
g0138,HEPN domain-containing protein,#000000
g0392(2),NA,#000000
g0125(2),NA,#000000
g0292(2),NA,#5D91EC
g0025(2),NA,#000000
g0312,DUF3384 domain-containing protein,#4B91F4
g0306,Nudix hydrolase domain-containing protein,#4791F5
g0146(2),NA,#000000
g0046(2),NA,#1B2A44
g0266,SPOR domain-containing protein,#151C2B
g0272,Response regulator receiver modulated diguanylate cyclase,#2D90FC
g0037(2),NA,#000000
g0280(2),NA,#4B91F4
g0137(2),NA,#000000
g0380(2),NA,#000000
g0299,TPR-REGION domain-containing protein,#7092E1
g0064,DUF2795 domain-containing protein,#000000
g0070,Hg(II)-responsive transcriptional regulator,#000000
g0058,Curli production assembly/transport component CsgG,#000000
g0054(2),NA,#000000
g0154(2),NA,#000000
g0029(2),NA,#000000
g0129(2),NA,#000000
g0172(2),NA,#000000
g0072(2),NA,#000000
g0074,DUF4262 domain-containing protein,#000000
g0060,Protein phosphatase 2C,#2578D2
g0048,Chromosome (Plasmid) partitioning protein ParA / Sporulation initiation inhibitor protein Soj,#000000
g0289,CDAN1-interacting nuclease 1,#6791E6
g0111(2),NA,#000000
g0276,Lipoprotein,#2670C5
g0011(2),NA,#000000
g0262,DUF1871 domain-containing protein,#000000
g0060(2),NA,#2578D2
g0160(2),NA,#000000
g0486(2),NA,#000000
g0464,IS3 family ISPpu33 transposase ORF A,#000000
g0302,DUF92 domain-containing protein,#4D91F3
g0316,Carrier domain-containing protein,#2290FE
g0470,DUF2933 domain-containing protein,#000000
g0100,DNA (cytosine-5-)-methyltransferase,#000000
g0003(2),NA,#000000
g0114,Peptidase M20,#000000
g0103(2),NA,#255089
g0128,Radical SAM protein,#000000
g0129,SLATT domain-containing protein,#000000
g0056(2),NA,#2C90FD
g0156(2),NA,#000000
g0115,Sel1 repeat family protein,#000000
g0101,DNA primase%2C phage-associated,#000000
g0317,Lipoprotein,#C39C75
g0048(2),NA,#000000
g0471,Xre-MbcA-ParS-C domain-containing protein,#000000
g0465,Small CPxCG-related zinc finger protein,#000000
g0148(2),NA,#000000
g0303,DUF922 domain-containing protein,#7992DA
g0035(2),NA,#000000
g0282(2),NA,#20385D
g0135(2),NA,#000000
g0382(2),NA,#000000
g0144(2),NA,#2F90FC
g0347_2(2),NA,#000000
g0044(2),NA,#161D2D
g0263,ABC-transp-aux domain-containing protein,#276EC0
g0277,Type IV conjugative transfer system protein TraE,#2577D1
g0139(2),NA,#000000
g0039(2),NA,#000000
g0288,Endonuclease,#3490FB
g0049,Lipoprotein,#000000
g0061,putative chromosome-partitioning protein ParB,#000000
g0075,Lipoprotein,#000000
g0127(2),NA,#000000
g0290(2),NA,#7092E1
g0027(2),NA,#000000
g0416(2),NA,#000000
g0247(2),NA,#000000
g0088,Lipoprotein,#000000
g0063,hypothetical protein,#3490FB
g0077,YebG%2C DNA damage-inducible gene in SOS regulon%2C expressed in stationary phase,#000000
g0359(2),NA,#EEB423
g0259(2),NA,#234575
g0475(2),NA,#000000
g0324(2),NA,#4090F8
g0193(2),NA,#000000
g0261,Phage tail protein,#000000
g0224(2),NA,#000000
g0275,Autotransporter domain-containing protein,#265592
g0093(2),NA,#1C2B46
g0249,C4-type zinc finger protein%2C DksA/TraR family,#000000
g0255(2),NA,#000000
g0355(2),NA,#8393D1
g0404(2),NA,#000000
g0315,DUF333 domain-containing protein,#7A92D9
g0301,Transposase,#247FDF
g0467,DUF2090 domain-containing protein,#000000
g0228(2),NA,#000000
g0329,Plasmid transfer protein,#5C91EC
g0328(2),NA,#5E91EB
g0479(2),NA,#000000
g0081(2),NA,#275DA0
g0117,Transposase,#000000
g0236(2),NA,#3190FB
g0181(2),NA,#000000
g0336(2),NA,#5A91ED
g0467(2),NA,#000000
g0103,CSS-motif domain-containing protein,#255089
g0263(2),NA,#276EC0
g0363(2),NA,#7E93D6
g0102,DUF2695 domain-containing protein,#000000
g0116,DUF3150 domain-containing protein,#000000
g0328,Outer membrane protein assembly factor BamE,#5E91EB
g0300,DUF3775 domain-containing protein,#2677D0
g0466,metal-sensing transcriptional repressor MreA,#000000
g0472,IS3 family transposase ORF A,#000000
g0314,ATP-binding protein,#6391E9
g0200(2),NA,#000000
g0451(2),NA,#000000
g0300(2),NA,#2677D0
g0248,TraG-N domain-containing protein,#2D90FC
g0371(2),NA,#9094C5
g0420(2),NA,#000000
g0271(2),NA,#1F3455
g0274,Aerobic cobaltochelatase CobS subunit,#1C2B47
g0260,Transposase,#000000
g0076,Transmembrane protein,#000000
g0062,mercuric ion transporter MerT,#000000
g0089,Inner membrane protein,#3F90F8
g0312(2),NA,#4B91F4
g0212(2),NA,#000000
g0140(2),NA,#000000
g0039,DUF4347 domain-containing protein,#000000
g0040(2),NA,#000000
g0005,50S ribosomal protein L20,#000000
g0011,Type VI secretion system protein VasK,#000000
g0123(2),NA,#000000
g0294(2),NA,#5E91EB
g0023(2),NA,#000000
g0207,YcxB domain-containing protein,#2C90FD
g0213,DNA topoisomerase (ATP-hydrolyzing),#000000
g0298(2),NA,#5891EE
g0429,Glyco-hydro-42C domain-containing protein,#000000
g0052(2),NA,#000000
g0152(2),NA,#000000
g0415,Aminopropyltransferase BpsA%2C N(4)-bis(aminopropyl)spermidine biosynthesis,#000000
g0373,RNA methyltransferase,#8993CC
g0367,DUF768 domain-containing protein,#B59991
g0401,Uncharacterized conserved protein involved in copper resistance,#000000
g0031(2),NA,#000000
g0286(2),NA,#234371
g0131(2),NA,#000000
g0159,Chemotaxis protein methyltransferase CheR,#000000
g0171,Helix-turn-helix DNA binding domain protein,#000000
g0165,Site-specific integrase,#000000
g0164,Aldo-ket-red domain-containing protein,#000000
g0170,Ferritin,#000000
g0019(2),NA,#2890FD
g0158,DUF2220 domain-containing protein,#000000
g0119(2),NA,#000000
g0064(2),NA,#000000
g0164(2),NA,#000000
g0482(2),NA,#000000
g0366,hypothetical protein,#CA9E63
g0007(2),NA,#000000
g0400,TniQ protein,#000000
g0414,Membrane protease family protein y2843,#5491F0
g0107(2),NA,#000000
g0372,Tyrosine--tRNA ligase,#4B91F4
g0399,Ni(II)/Co(II) efflux transporter permease subunit MrdH,#000000
g0212,DUF2929 domain-containing protein,#000000
g0206,Radical SAM protein,#254E86
g0490(2),NA,#000000
g0176(2),NA,#5991EE
g0076(2),NA,#000000
g0115(2),NA,#000000
g0010,Transposase,#000000
g0015(2),NA,#000000
g0004,Lytic transglycosylase,#000000
g0038,hypothetical protein,#5E91EB
g0168(2),NA,#000000
g0068(2),NA,#000000
g0308(2),NA,#6992E5
g0208(2),NA,#2490FE
g0424(2),NA,#000000
g0375(2),NA,#6992E5
g0275(2),NA,#265592
g0012,DUF3955 domain-containing protein,#000000
g0006,Transposase,#000000
g0316(2),NA,#2290FE
g0216(2),NA,#3790FA
g0238,GALNS arylsulfatase regulator (Fe-S oxidoreductase),#000000
g0210,Nucleic acid-binding protein,#000000
g0204,CZB domain-containing protein,#000000
g0358,Bacteriophage protein,#ECB322
g0267(2),NA,#1D2F4C
g0367(2),NA,#B59991
g0436(2),NA,#000000
