#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQBR47_contig_1	2866370	2866738	+	PQBR47_13550	13.6	10.1		RefSeq:WP_010953198.1, SO:0001217, UniParc:UPI000000F1F3, UniRef:UniRef100_Q88KS1, UniRef:UniRef50_A0A136QMN0, UniRef:UniRef90_Q88KS1
pQBR47_contig_1	2957277	2957366	-	PQBR47_14020	3.3	6.7		
pQBR47_contig_1	2959869	2960057	+	PQBR47_14045	7.4	7.0		
pQBR47_contig_1	3056404	3056631	-	PQBR47_14490	8.4	8.8		RefSeq:WP_003250422.1, SO:0001217, UniParc:UPI00005FB62E, UniRef:UniRef100_I3UPD8, UniRef:UniRef50_A0A8H2NZ86, UniRef:UniRef90_Q1I8A1
pQBR47_contig_1	3185123	3185287	-	PQBR47_15185	5.9	7.9		
pQBR47_contig_1	3195136	3196704	-	PQBR47_15250	56.8	11.3		
pQBR47_contig_1	3551625	3551843	+	PQBR47_16750	7.5	9.4		
pQBR47_contig_1	3670617	3671111	+	PQBR47_17320	18.4	10.0		
pQBR47_contig_1	3701154	3701282	+	PQBR47_17495	4.6	11.7		RefSeq:WP_023082812.1, SO:0001217, UniParc:UPI0003B9732F, UniRef:UniRef100_A0A1H0XKA2, UniRef:UniRef50_A0A1H0XKA2, UniRef:UniRef90_A0A1H0XKA2
pQBR47_contig_1	3706315	3706851	-	PQBR47_17535	19.0	11.3		
pQBR47_contig_1	3831847	3832389	+	PQBR47_18265	20.7	10.8		
pQBR47_contig_1	3850732	3850974	-	PQBR47_18370	8.8	10.3		
pQBR47_contig_1	3853747	3854010	-	PQBR47_18395	9.6	4.5		
pQBR47_contig_1	3865458	3865586	+	PQBR47_18450	4.7	11.7		
pQBR47_contig_1	3908069	3908197	+	PQBR47_18640	5.0	6.7		
pQBR47_contig_1	3924315	3924464	-	PQBR47_18715	5.4	10.3		SO:0001217, UniRef:UniRef50_E2XWA6, UniRef:UniRef90_A0A5E7WUK8
pQBR47_contig_1	4092001	4092207	-	PQBR47_19525	7.6	10.6		
pQBR47_contig_1	4155204	4155392	-	PQBR47_19790	7.1	9.8		
pQBR47_contig_1	4219968	4220078	+	PQBR47_20060	4.2	5.3		
pQBR47_contig_1	4442252	4442341	+	PQBR47_21000	3.0	6.5		
pQBR47_contig_1	4515076	4515228	+	PQBR47_21310	5.7	6.0		RefSeq:WP_010954519.1, SO:0001217, UniParc:UPI000000F794, UniRef:UniRef100_Q88GN8, UniRef:UniRef50_Q88GN8, UniRef:UniRef90_Q88GN8
pQBR47_contig_1	4519959	4520624	+	PQBR47_21340	24.5	10.3		
pQBR47_contig_1	4522897	4523220	-	PQBR47_21360	11.7	5.5		
pQBR47_contig_1	4561518	4561835	+	PQBR47_21515	11.8	9.5		
pQBR47_contig_1	4630892	4631392	+	PQBR47_21845	18.6	11.1		
pQBR47_contig_1	4667726	4668001	+	PQBR47_22045	9.8	6.3		
pQBR47_contig_1	4701216	4701473	+	PQBR47_22245	9.2	9.7		
pQBR47_contig_1	4734222	4734437	-	PQBR47_22450	7.4	5.2		
pQBR47_contig_1	4734486	4734671	+	PQBR47_22455	6.7	10.9		
pQBR47_contig_1	4741113	4741562	+	PQBR47_22515	16.4	5.0	PF00717.26|Peptidase_S24	PFAM:PF00717.26
pQBR47_contig_1	4745868	4746029	+	PQBR47_22560	6.0	9.9		
pQBR47_contig_1	4810619	4810999	-	PQBR47_22915	14.1	6.4		
pQBR47_contig_1	4813672	4813821	+	PQBR47_22935	5.5	10.3		
pQBR47_contig_1	4864684	4865163	-	PQBR47_23170	17.6	5.2		
pQBR47_contig_1	4902079	4902342	+	PQBR47_23320	9.5	9.9		
pQBR47_contig_1	4948863	4949084	+	PQBR47_23495	8.0	6.4	PF01609.24|DDE_Tnp_1	PFAM:PF01609.24
pQBR47_contig_1	4959839	4960144	+	PQBR47_23535	12.0	8.7		
pQBR47_contig_1	5237155	5237352	-	PQBR47_24675	7.0	10.1		RefSeq:WP_010955055.1, SO:0001217, UniParc:UPI000000F9F3, UniRef:UniRef100_A0A8F8BYI6, UniRef:UniRef50_A0A7Z3CF65, UniRef:UniRef90_A0A8F8BYI6
pQBR47_contig_1	5362260	5362775	+	PQBR47_25295	19.4	11.3		
pQBR47_contig_1	5434509	5434637	+	PQBR47_25670	4.5	4.1		RefSeq:WP_003254533.1, SO:0001217, UniParc:UPI0002632584, UniRef:UniRef100_A5W0C0, UniRef:UniRef50_A5W0C0, UniRef:UniRef90_A5W0C0
pQBR47_contig_1	5483174	5483494	-	PQBR47_25920	12.3	4.7		SO:0001217, UniRef:UniRef50_UPI000685C61B, UniRef:UniRef90_UPI000685C61B
pQBR47_contig_1	5569785	5569943	+	PQBR47_26350	5.8	9.1		
pQBR47_contig_1	5876371	5876559	-	PQBR47_27800	7.1	9.8		
pQBR47_contig_1	6089409	6089918	+	PQBR47_28675	18.8	10.2		
pQBR47_contig_1	6180242	6180394	-	PQBR47_29075	5.7	12.0		
pQBR47_contig_1	6234449	6235003	+	PQBR47_29325	21.6	10.1		
pQBR47_contig_1	6302761	6302901	+	PQBR47_29655	4.7	10.9		
pQBR47_contig_1	6303971	6304258	+	PQBR47_29665	10.5	5.4		SO:0001217, UniParc:UPI000776756E, UniRef:UniRef100_A0A140FWT0, UniRef:UniRef50_A0A140FWT0, UniRef:UniRef90_A0A140FWT0
pQBR47_contig_1	6306495	6306620	+	PQBR47_29680	4.8	9.4		
pQBR47_contig_1	6320818	6321072	-	PQBR47_29745	9.1	8.8		
pQBR47_contig_1	6486529	6486669	+	PQBR47_30525	5.0	4.9		
pQBR47_contig_1	6489650	6489769	-	PQBR47_30545	4.5	8.9		
pQBR47_contig_1	6513081	6513374	+	PQBR47_30690	10.3	5.0		
