#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQG3rel05_contig_1	112802	113029	+	pQG3rel05_00640	8.0	5.6		RefSeq:WP_064363811.1, SO:0001217, UniParc:UPI0006CD7ABC, UniRef:UniRef100_UPI0006CD7ABC, UniRef:UniRef50_UPI0006CD7ABC, UniRef:UniRef90_UPI0006CD7ABC
pQG3rel05_contig_1	113274	113600	+	pQG3rel05_00650	11.9	8.7		RefSeq:WP_152972368.1, SO:0001217, UniParc:UPI000A55367A, UniRef:UniRef100_UPI000A55367A, UniRef:UniRef50_UPI000A55367A, UniRef:UniRef90_UPI000A55367A
pQG3rel05_contig_1	113724	114047	+	pQG3rel05_00655	12.0	4.9		RefSeq:WP_064363808.1, SO:0001217, UniParc:UPI0006CDD826, UniRef:UniRef100_UPI0006CDD826, UniRef:UniRef50_UPI000E276349, UniRef:UniRef90_UPI0006CDD826
pQG3rel05_contig_1	115301	115426	+	pQG3rel05_00670	4.8	9.4		
pQG3rel05_contig_1	115568	115912	+	pQG3rel05_00675	12.1	7.7		
pQG3rel05_contig_1	116011	116535	+	pQG3rel05_00680	20.1	4.7		RefSeq:WP_064363804.1, SO:0001217, UniParc:UPI0006CC1955, UniRef:UniRef100_UPI0006CC1955, UniRef:UniRef50_UPI0006CC1955, UniRef:UniRef90_UPI0006CC1955
pQG3rel05_contig_1	117678	117956	-	pQG3rel05_00690	10.4	5.2		RefSeq:WP_064363802.1, SO:0001217, UniParc:UPI0006CCEDFE, UniRef:UniRef100_UPI0006CCEDFE, UniRef:UniRef50_UPI0006CCEDFE, UniRef:UniRef90_UPI0006CCEDFE
pQG3rel05_contig_1	121866	122927	+	pQG3rel05_00715	37.7	7.6		RefSeq:WP_152972366.1, SO:0001217, UniParc:UPI000A72A03D, UniRef:UniRef100_UPI000A72A03D, UniRef:UniRef50_UPI000A72A03D, UniRef:UniRef90_UPI000A72A03D
pQG3rel05_contig_1	129628	129942	-	pQG3rel05_00765	11.2	4.4		RefSeq:WP_152972364.1, SO:0001217, UniParc:UPI00128F2810, UniRef:UniRef100_UPI00128F2810, UniRef:UniRef50_UPI00128F2810, UniRef:UniRef90_UPI00128F2810
pQG3rel05_contig_1	129952	130365	-	pQG3rel05_00770	15.2	9.6		RefSeq:WP_064363788.1, SO:0001217, UniParc:UPI0006CE1210, UniRef:UniRef100_UPI0006CE1210, UniRef:UniRef50_UPI0006CE1210, UniRef:UniRef90_UPI0006CE1210
pQG3rel05_contig_1	130990	131682	-	pQG3rel05_00780	24.8	5.0		RefSeq:WP_064363786.1, SO:0001217, UniParc:UPI0006CDFA51, UniRef:UniRef100_UPI0006CDFA51, UniRef:UniRef50_UPI0006CDFA51, UniRef:UniRef90_UPI0006CDFA51
pQG3rel05_contig_1	131783	132118	-	pQG3rel05_00785	11.7	6.6		RefSeq:WP_064363785.1, SO:0001217, UniParc:UPI0006CC2E35, UniRef:UniRef100_UPI0006CC2E35, UniRef:UniRef50_UPI0006CC2E35, UniRef:UniRef90_UPI0006CC2E35
pQG3rel05_contig_1	132115	132402	-	pQG3rel05_00790	10.1	6.7		RefSeq:WP_064363784.1, SO:0001217, UniParc:UPI0006CCAB63, UniRef:UniRef100_UPI0006CCAB63, UniRef:UniRef50_UPI0006CCAB63, UniRef:UniRef90_UPI0006CCAB63
pQG3rel05_contig_1	140743	140898	+	pQG3rel05_00845	5.5	11.8		
pQG3rel05_contig_1	142999	143259	+	pQG3rel05_00870	9.7	4.9		RefSeq:WP_064363770.1, SO:0001217, UniParc:UPI0006CCDF00, UniRef:UniRef100_UPI0006CCDF00, UniRef:UniRef50_UPI0006CCDF00, UniRef:UniRef90_UPI0006CCDF00
pQG3rel05_contig_1	143269	143424	+	pQG3rel05_00875	5.8	4.3		RefSeq:WP_161806080.1, SO:0001217, UniParc:UPI000A5D3C48, UniRef:UniRef100_UPI000A5D3C48, UniRef:UniRef50_UPI000A5D3C48, UniRef:UniRef90_UPI000A5D3C48
pQG3rel05_contig_1	143443	143685	+	pQG3rel05_00880	8.9	5.1		RefSeq:WP_064363769.1, SO:0001217, UniParc:UPI0006CCF8EB, UniRef:UniRef100_UPI0006CCF8EB, UniRef:UniRef50_UPI0006CCF8EB, UniRef:UniRef90_UPI0006CCF8EB
pQG3rel05_contig_1	144298	144618	+	pQG3rel05_00890	11.5	5.5		RefSeq:WP_064363767.1, SO:0001217, UniParc:UPI0006CC1518, UniRef:UniRef100_UPI0006CC1518, UniRef:UniRef50_UPI0006CC1518, UniRef:UniRef90_UPI0006CC1518
pQG3rel05_contig_1	145890	146111	+	pQG3rel05_00915	8.2	4.1		
pQG3rel05_contig_1	146137	146391	+	pQG3rel05_00920	9.5	5.5		RefSeq:WP_152972362.1, SO:0001217, UniParc:UPI00128F290F, UniRef:UniRef100_UPI00128F290F, UniRef:UniRef50_UPI0005181142, UniRef:UniRef90_UPI00128F290F
pQG3rel05_contig_1	148275	148664	+	pQG3rel05_00940	14.1	5.5		RefSeq:WP_152972361.1, SO:0001217, UniParc:UPI00128EE65C, UniRef:UniRef100_UPI00128EE65C, UniRef:UniRef50_UPI00101AD4BC, UniRef:UniRef90_UPI00128EE65C
pQG3rel05_contig_1	150366	150575	-	pQG3rel05_00955	7.6	7.6		
