#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
pQG1rel08_contig_1	257352	257774	-	pQG1rel08_01315	15.3	9.8		RefSeq:WP_196217498.1, SO:0001217, UniParc:UPI0018AD0C2E, UniRef:UniRef100_UPI0018AD0C2E, UniRef:UniRef50_UPI0018AD0C2E, UniRef:UniRef90_UPI0018AD0C2E
pQG1rel08_contig_1	261058	261693	-	pQG1rel08_01335	22.4	6.3		RefSeq:WP_116827044.1, SO:0001217, UniParc:UPI000E30F29B, UniRef:UniRef100_UPI000E30F29B, UniRef:UniRef50_UPI0003027605, UniRef:UniRef90_UPI0003027605
pQG1rel08_contig_1	262910	263104	-	pQG1rel08_01350	7.1	6.8		
pQG1rel08_contig_1	263113	263313	-	pQG1rel08_01355	7.1	10.3		RefSeq:WP_116827048.1, SO:0001217, UniParc:UPI000E311C38, UniRef:UniRef100_UPI000E311C38, UniRef:UniRef50_UPI00093D312F, UniRef:UniRef90_UPI000E311C38
pQG1rel08_contig_1	263325	263687	-	pQG1rel08_01360	12.3	5.7		RefSeq:WP_155007472.1, SO:0001217, UniParc:UPI0012B9E3B9, UniRef:UniRef100_UPI0012B9E3B9, UniRef:UniRef50_UPI001F2FB8A4, UniRef:UniRef90_UPI0012B9E3B9
pQG1rel08_contig_1	264014	264361	-	pQG1rel08_01370	12.6	5.3		RefSeq:WP_116827050.1, SO:0001217, UniParc:UPI000E30E5B2, UniRef:UniRef100_UPI000E30E5B2, UniRef:UniRef50_UPI000E30E5B2, UniRef:UniRef90_UPI000E30E5B2
pQG1rel08_contig_1	265119	265328	-	pQG1rel08_01385	7.4	5.8		SO:0001217, UniRef:UniRef50_UPI0012B76046, UniRef:UniRef90_UPI0012B76046
pQG1rel08_contig_1	265788	265937	-	pQG1rel08_01395	5.3	6.0		
pQG1rel08_contig_1	266327	266551	+	pQG1rel08_01400	8.5	6.8		
pQG1rel08_contig_1	272167	272262	-	pQG1rel08_01435	3.5	10.8		
pQG1rel08_contig_1	303133	303678	+	pQG1rel08_01620	20.0	10.5		
pQG1rel08_contig_1	321507	321938	-	pQG1rel08_01715	16.1	9.9	PF08279.15|HTH_11, PF13384.9|HTH_23	PFAM:PF08279.15, PFAM:PF13384.9
pQG1rel08_contig_1	322462	322650	+	pQG1rel08_01725	6.6	9.4		
pQG1rel08_contig_1	330240	330425	+	pQG1rel08_01795	6.7	9.4		SO:0001217, UniRef:UniRef50_A0A3M3DPV0, UniRef:UniRef90_UPI001867877B
pQG1rel08_contig_1	330913	331845	-	pQG1rel08_01800	34.4	5.0		RefSeq:WP_116827106.1, SO:0001217, UniParc:UPI000E3206DD, UniRef:UniRef100_UPI000E3206DD, UniRef:UniRef50_UPI000E3206DD, UniRef:UniRef90_UPI000E3206DD
pQG1rel08_contig_1	335155	335514	+	pQG1rel08_01830	12.7	9.4		SO:0001217, UniRef:UniRef50_UPI000E30C877, UniRef:UniRef90_UPI000E30C877
pQG1rel08_contig_1	335605	336108	+	pQG1rel08_01835	19.1	5.0		RefSeq:WP_116827112.1, SO:0001217, UniParc:UPI000E30FD4A, UniRef:UniRef100_UPI000E30FD4A, UniRef:UniRef50_UPI000E30FD4A, UniRef:UniRef90_UPI000E30FD4A
pQG1rel08_contig_1	345122	345280	-	pQG1rel08_01900	5.9	11.6		SO:0001217, UniRef:UniRef50_UPI001865CA54, UniRef:UniRef90_UPI001865CA54
pQG1rel08_contig_1	376382	376546	-	pQG1rel08_02155	6.0	6.8		
pQG1rel08_contig_1	405576	406055	-	pQG1rel08_02405	17.1	11.8		
pQG1rel08_contig_1	406222	406404	-	pQG1rel08_02410	6.6	4.6		
pQG1rel08_contig_1	428182	428328	+	pQG1rel08_02575	5.3	8.3		
pQG1rel08_contig_1	435413	435586	-	pQG1rel08_02640	6.1	9.5		
